Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	tree_length
4284	-423.8089	-434.6303	10.82138	0.0198297	0.0053379	0.0148574	0.000277855	0.000640027	0.00227163	0.000673721	0.0271235	0.0154505	0.00568917	0.00553664	0.0335332	0.00221312	0.0291707	0.0178337	0.0754242	0.283504	0.674852	1.48181	3.52729	13.2583	1.868863	0.109897	0.0295829	0.0823401	0.00153989	0.00354706	0.0125895	0.00373379	0.15032	0.0856276	0.0315296	0.0306843	0.185842	0.0122652	0.161666	0.0988353	0.1804388
4320	-428.8892	-439.7198	10.83052	0.0195967	0.011092	0.00808017	0.00376371	0.00133879	0.00321342	0.000383064	0.0144171	0.0288015	0.00665008	0.00761602	0.0488066	0.00781841	0.0462935	0.0142253	0.0643098	0.262297	0.65868	1.51819	3.81247	15.5497	1.984132	0.088235	0.0499425	0.0363814	0.0169463	0.00602798	0.0144686	0.00172476	0.0649138	0.12968	0.0299423	0.0342915	0.219754	0.0352028	0.208439	0.06405	0.2220963
4356	-430.0655	-441.9472	11.88164	0.0596682	0.0118049	0.0518041	0.0342698	0.0047722	0.0193362	0.00940372	0.0358966	0.0831236	0.014459	0.0197879	0.14799	0.0681573	0.157491	0.0382843	0.221482	0.479424	0.795043	1.25779	2.08584	4.51505	1.089965	0.0789002	0.0156098	0.0685015	0.0453156	0.00631036	0.0255686	0.0124347	0.0474666	0.109916	0.0191194	0.0261658	0.19569	0.0901256	0.208252	0.050624	0.7562484
4392	-425.5294	-436.4966	10.96718	0.0282931	0.000161006	0.0156279	0.00420579	0.00417278	0.00209615	0.00132688	0.0209325	0.0131132	0.0053807	0.00886215	0.0584457	0.00585255	0.0870304	0.0263714	0.065919	0.265478	0.661161	1.51249	3.76679	15.1701	1.966262	0.100376	0.000571201	0.0554432	0.0149209	0.0148038	0.00743651	0.0047074	0.0742624	0.0465218	0.0190892	0.0314403	0.207348	0.0207631	0.308758	0.0935579	0.2818721
4428	-430.9547	-442.5462	11.59154	0.0469991	0.00435543	0.0381744	0.010601	0.0075011	0.0122613	0.0235741	0.125213	0.0271526	0.049476	0.0546913	0.134932	0.0239891	0.0927196	0.0586895	0.142416	0.386535	0.743379	1.34521	2.58709	7.02167	1.409262	0.0661651	0.00613155	0.0537418	0.014924	0.01056	0.0172614	0.0331876	0.176275	0.0382252	0.069652	0.0769942	0.189957	0.0337718	0.13053	0.0826229	0.7103303
4464	-424.6571	-436.4184	11.76132	0.0593029	0.00927321	0.0384167	0.00625784	0.00887525	0.0135162	0.0152251	0.107598	0.0473992	0.0130299	0.00872908	0.169894	0.0487226	0.139034	0.0991919	0.192738	0.447998	0.778403	1.28468	2.23215	5.1884	1.190479	0.0755966	0.0118211	0.0489719	0.00797721	0.0113138	0.0172298	0.0194082	0.137161	0.0604222	0.0166099	0.0111274	0.216573	0.0621093	0.177234	0.126445	0.7844653
4500	-428.3771	-440.2104	11.8333	0.116748	0.0333128	0.0562147	0.0806933	0.00936737	0.0423843	0.0149208	0.0825544	0.078805	0.0404951	0.0119922	0.212614	0.0198919	0.260871	0.0584206	0.328787	0.581297	0.844299	1.18441	1.72029	3.04148	0.8043022	0.104306	0.0297625	0.0502238	0.0720936	0.00836906	0.0378673	0.0133307	0.0737564	0.0704066	0.0361795	0.0107141	0.189955	0.017772	0.233069	0.0521946	1.119285
4536	-431.5545	-443.1044	11.54993	0.129126	0.0943424	0.105326	0.0966866	0.014428	0.036845	0.00357114	0.050098	0.0265319	0.0315008	0.326501	0.035787	0.0376445	0.193136	0.142518	0.310293	0.565114	0.836895	1.19489	1.76955	3.22276	0.8461618	0.0975244	0.0712533	0.0795488	0.0730238	0.0108969	0.0278277	0.00269715	0.0378371	0.0200386	0.0237914	0.246594	0.0270286	0.0284315	0.145868	0.107639	1.324042
4572	-428.277	-440.1653	11.88827	0.0934854	0.0698103	0.0756105	0.0242173	0.034984	0.00597193	0.0218212	0.0761569	0.0136304	0.0249429	0.214395	0.051106	0.039349	0.182367	0.0758264	0.299594	0.555525	0.832439	1.20129	1.8001	3.33786	0.8715355	0.0931432	0.0695547	0.0753337	0.0241287	0.0348559	0.00595006	0.0217413	0.0758781	0.0135805	0.0248516	0.21361	0.0509189	0.039205	0.181699	0.0755488	1.003675
4608	-433.9815	-445.3832	11.40176	0.0518539	0.0115661	0.141748	0.0044894	0.0258865	0.0104257	0.0290776	0.0675248	0.126749	0.0594552	0.544915	0.0805173	0.0383549	0.216396	0.131055	0.372787	0.618017	0.860589	1.16199	1.61808	2.68249	0.7134861	0.033671	0.00751039	0.0920431	0.00291517	0.0168092	0.00676988	0.0188814	0.0438469	0.0823039	0.0386069	0.353837	0.0522835	0.0249055	0.140516	0.0850999	1.540014
4644	-429.352	-441.0778	11.72575	0.0834135	0.005835	0.0470234	0.0109022	0.00740187	0.0228044	0.00794547	0.0610327	0.0365041	0.0154671	0.0343412	0.0676255	0.00945175	0.0908346	0.0375195	0.156337	0.404522	0.754003	1.32625	2.47206	6.39644	1.341829	0.155014	0.0108437	0.0873875	0.0202604	0.0137555	0.0423793	0.0147657	0.113422	0.0678386	0.0287438	0.063819	0.125674	0.017565	0.168806	0.0697255	0.5381024
4680	-429.0278	-439.8971	10.86933	0.0100483	0.00970079	0.0102352	0.00107445	0.0027389	0.00328614	0.00449194	0.0262695	0.0105186	0.0296559	0.00933405	0.00518944	0.00579929	0.015126	0.0578487	0.0733882	0.279745	0.672048	1.48799	3.57468	13.6262	1.88865	0.0499128	0.0481866	0.0508412	0.0053371	0.0136049	0.0163232	0.0223128	0.130488	0.0522491	0.147309	0.0463649	0.0257774	0.0288067	0.0751349	0.287351	0.2013172
4716	-429.0716	-440.4723	11.40067	0.0174201	0.0161759	0.0476446	0.0178394	0.00761388	0.00190966	0.00705242	0.0256774	0.0214237	0.062288	0.0103189	0.00954741	0.00620757	0.0264629	0.0490581	0.11082	0.342025	0.715541	1.39754	2.92376	9.02364	1.590642	0.0533313	0.0495221	0.145863	0.0546147	0.0233097	0.00584637	0.0215908	0.0786106	0.0655882	0.190693	0.0315909	0.0292291	0.0190043	0.0810156	0.15019	0.32664
4752	-432.9005	-444.7504	11.84996	0.184433	0.0468956	0.0531014	0.0211051	0.00397127	0.0190971	0.030554	0.0141268	0.0495794	0.103166	0.0526827	0.0274248	0.059458	0.0383023	0.138896	0.231843	0.490234	0.800593	1.24907	2.03984	4.31326	1.056906	0.218835	0.0556431	0.0630064	0.0250418	0.00471204	0.0226593	0.0362532	0.0167618	0.0588275	0.12241	0.0625096	0.0325404	0.0705486	0.0454468	0.164804	0.8427937
4788	-429.9613	-441.702	11.74068	0.081186	0.0334072	0.0171281	0.0151555	0.00670115	0.00659982	0.0119235	0.0330061	0.0426157	0.0868929	0.00695306	0.0342257	0.0314984	0.0492846	0.0965735	0.160155	0.409311	0.756777	1.32139	2.44313	6.24393	1.324381	0.14677	0.0603944	0.0309646	0.0273984	0.0121145	0.0119313	0.0215556	0.0596692	0.0770417	0.157087	0.0125699	0.061874	0.0569436	0.0890979	0.174588	0.5531513
4824	-430.2886	-442.2169	11.92831	0.0402838	0.0340918	0.0658989	0.0103467	0.0143021	0.020657	0.0192766	0.0410971	0.0755236	0.0858138	0.00593166	0.0155121	0.0245201	0.0358184	0.0962237	0.209858	0.466983	0.788548	1.26815	2.14141	4.76513	1.128946	0.0688261	0.058247	0.11259	0.0176777	0.0244357	0.0352931	0.0329348	0.0702157	0.129035	0.146616	0.0101344	0.026503	0.0418934	0.0611969	0.164401	0.5852974
4860	-424.3771	-435.7973	11.4202	0.0272355	0.0135706	0.0229697	0.0149465	0.00352923	0.00582962	0.00134575	0.0293919	0.0236368	0.0848103	0.0141604	0.0128633	0.0122894	0.0323341	0.108013	0.104904	0.332994	0.709593	1.40926	3.00305	9.53257	1.630314	0.06693	0.033349	0.0564469	0.0367303	0.00867292	0.014326	0.00330712	0.0722291	0.0580863	0.208417	0.0347985	0.0316109	0.0302006	0.0794595	0.265436	0.4069257
4896	-429.1583	-440.5542	11.39586	0.0463403	0.013296	0.0219133	0.0152278	0.00130939	0.00809109	0.0071362	0.0260345	0.0251707	0.0948783	0.0196309	0.0414084	0.0306588	0.0397996	0.0629208	0.0993101	0.324214	0.703701	1.42106	3.08439	10.0695	1.669933	0.102113	0.0292983	0.0482868	0.0335549	0.00288528	0.017829	0.0157249	0.057368	0.0554645	0.209068	0.0432574	0.091245	0.0675577	0.0876999	0.138648	0.453816
4932	-427.9062	-438.9743	11.06811	0.0268819	0.0118534	0.0271197	0.0157089	0.00122817	0.00675446	0.00116343	0.0329791	0.0143475	0.047906	0.00274688	0.00746551	0.0187926	0.0397225	0.0702677	0.0701409	0.273639	0.667436	1.49827	3.65446	14.257	1.921374	0.0827293	0.0364789	0.0834612	0.0483445	0.00377971	0.0207869	0.00358048	0.101494	0.0441545	0.147431	0.00845355	0.0229752	0.0578346	0.122246	0.21625	0.3249378
4968	-427.3191	-438.8724	11.55334	0.0391908	0.0201702	0.015424	0.0202126	0.011093	0.00525705	0.00163887	0.0388218	0.0236353	0.0693172	0.000488915	0.0176745	0.0230122	0.0450775	0.0931476	0.124896	0.362563	0.728678	1.37235	2.75814	8.00668	1.504183	0.0923959	0.0475531	0.0363636	0.047653	0.0261528	0.012394	0.00386378	0.0915259	0.0557225	0.163422	0.00115266	0.0416693	0.0542534	0.106274	0.219604	0.4241617
5004	-429.8867	-441.3942	11.50748	0.0698753	0.0411215	0.204629	0.000977836	0.00192622	0.0175484	0.00703795	0.117969	0.040333	0.0167636	0.0598304	0.146601	0.21268	0.0563092	0.244126	0.252976	0.511541	0.81129	1.23261	1.95488	3.95294	0.9938298	0.0564545	0.0332234	0.165326	0.000790026	0.00155626	0.0141779	0.00568618	0.0953107	0.0325863	0.0135438	0.0483389	0.118444	0.171831	0.0454941	0.197237	1.237728
5040	-426.6413	-438.629	11.98764	0.11348	0.0397561	0.0590096	0.000957738	0.00150792	0.0150784	0.0136551	0.0410797	0.0384718	0.0653397	0.0374568	0.0769286	0.153727	0.0101715	0.214723	0.293316	0.549817	0.829761	1.20517	1.81879	3.4093	0.8868481	0.128758	0.0451085	0.0669541	0.00108668	0.00171093	0.0171084	0.0154935	0.0466103	0.0436513	0.0741364	0.0424997	0.0872856	0.174424	0.0115409	0.243632	0.8813436
5076	-428.0442	-439.1555	11.11135	0.0458603	0.0344014	0.0247145	0.00512901	0.00224756	0.00526111	0.00433276	0.00208012	0.00651028	0.0179953	0.0113638	0.0387476	0.0780051	0.008821	0.0656496	0.0719196	0.277001	0.669984	1.49257	3.61009	13.9044	1.903266	0.130612	0.0979764	0.0703878	0.0146076	0.00640114	0.0149838	0.0123398	0.00592426	0.0185415	0.0512512	0.0323646	0.110355	0.222161	0.0251225	0.186972	0.3511195
5112	-432.0241	-443.4057	11.38163	0.130154	0.0753891	0.136378	0.0190663	0.00734282	0.0241609	0.0270595	0.253397	0.0847912	0.176695	0.0691289	0.0723601	0.368547	0.390584	0.0929694	0.777147	0.884297	0.962364	1.03911	1.13084	1.28676	0.1823045	0.0675066	0.0391017	0.0707347	0.00988904	0.00380847	0.0125314	0.0140349	0.131428	0.0439783	0.0916458	0.0358548	0.0375307	0.191153	0.202582	0.0482201	1.928024
5148	-430.0625	-441.4802	11.41763	0.0578737	0.00562227	0.0693001	0.0430079	0.00272782	0.0258458	0.025791	0.143958	0.0814568	0.0708379	0.0271417	0.105909	0.396334	6.09486e-05	0.249159	0.250126	0.508722	0.809893	1.23473	1.96571	3.99798	1.002021	0.0443467	0.00430816	0.0531024	0.0329555	0.00209024	0.0198048	0.0197628	0.110311	0.0624177	0.0542808	0.0207978	0.0811548	0.303698	4.67029e-05	0.190923	1.305027
5184	-425.2876	-437.2756	11.98792	0.0940111	0.0528395	0.0732419	0.00675052	0.000635637	0.0290504	0.0143463	0.0383004	0.0129853	0.0318636	0.032572	0.0208589	0.112916	0.149057	0.0579378	0.249958	0.508556	0.80981	1.23486	1.96635	4.00067	1.002507	0.129249	0.0726449	0.100695	0.00928077	0.000873889	0.0399391	0.0197236	0.0526563	0.0178525	0.0438068	0.0447807	0.0286773	0.155239	0.204927	0.0796542	0.7273664
5220	-426.1236	-438.2218	12.09817	0.141014	0.0269201	0.0490972	0.0479744	0.00317147	0.0356797	0.0133855	0.123212	0.0486563	0.0504591	0.0544254	0.0364516	0.165266	0.263994	0.0788081	0.488503	0.705115	0.896726	1.11517	1.41821	2.04707	0.5180138	0.123858	0.023645	0.0431239	0.0421377	0.00278562	0.0313388	0.011757	0.108222	0.0427367	0.0443201	0.0478039	0.0320168	0.145159	0.231876	0.0692201	1.138514
5256	-431.0411	-442.7154	11.6743	0.182561	0.0528337	0.0632932	0.020691	0.00577233	0.106956	0.00880919	0.151055	0.10922	0.0658573	0.0085012	0.0235619	0.232964	0.198	0.119141	0.38495	0.62777	0.864804	1.15633	1.59294	2.59774	0.6902714	0.135309	0.0391588	0.046911	0.0153356	0.00427828	0.0792727	0.00652911	0.111957	0.080951	0.0488115	0.00630084	0.0174634	0.172666	0.146752	0.088304	1.349218
5292	-428.585	-440.1385	11.55351	0.0844912	0.0501708	0.105965	0.0129356	0.000473191	0.0187288	0.00454603	0.104039	0.0375167	0.12002	0.0305675	0.030655	0.288563	0.135144	0.0980664	0.224177	0.48226	0.796507	1.25548	2.07357	4.46076	1.081219	0.075312	0.0447202	0.0944529	0.0115302	0.000421783	0.0166941	0.00405215	0.092736	0.0334409	0.106981	0.0272466	0.0273246	0.257213	0.120462	0.0874124	1.121882
5328	-424.1477	-435.8746	11.72686	0.104304	0.0110955	0.104287	0.000888147	0.00316297	0.00978452	0.00597247	0.0746385	0.0598366	0.0114724	0.0199444	0.0159804	0.135526	0.131565	0.0812879	0.181118	0.434616	0.771073	1.29689	2.30088	5.52127	1.235441	0.135505	0.0144145	0.135483	0.00115382	0.00410911	0.0127114	0.00775902	0.0969651	0.0777356	0.0149042	0.0259104	0.0207607	0.176065	0.17092	0.105604	0.7697456
5364	-424.3725	-436.2058	11.83328	0.051993	0.0145383	0.0973492	0.0048207	0.00285202	0.0105411	0.0046731	0.0654484	0.022551	0.0166622	0.0132593	0.0370359	0.106512	0.129881	0.0638095	0.189411	0.44421	0.776344	1.28809	2.25119	5.27954	1.20307	0.0809953	0.0226479	0.151651	0.00750973	0.0044429	0.016421	0.0072798	0.101956	0.0351301	0.0259566	0.0206555	0.0576948	0.165926	0.20233	0.0994031	0.6419271
5400	-431.2164	-442.3949	11.17847	0.0430974	0.0134931	0.0387076	0.00914196	0.00187356	0.00641292	0.00315015	0.0233012	0.0398074	0.000149259	0.00359364	0.0320539	0.00509977	0.0529242	0.052369	0.0816766	0.294732	0.683079	1.46396	3.39291	12.2434	1.811279	0.132536	0.0414948	0.119036	0.028114	0.0057617	0.0197214	0.00968754	0.0716573	0.122418	0.00045901	0.0110514	0.0985743	0.0156832	0.162756	0.161049	0.325175
5436	-428.6576	-438.9284	10.27077	0.0127007	0.00165867	0.00811724	0.000808497	0.000208165	0.000949966	0.00136814	0.0249267	0.00585021	0.000427869	0.0232738	0.00642343	0.007012	0.031942	0.0225603	0.0422877	0.213797	0.617977	1.61818	4.67734	23.6475	2.287254	0.0856839	0.01119	0.054762	0.00545442	0.00140436	0.00640883	0.00923001	0.168165	0.0394677	0.00288657	0.157014	0.0433349	0.0473056	0.215493	0.1522	0.1482277
5472	-437.8839	-449.3739	11.48997	0.0683992	0.0153007	0.0371963	0.0170895	0.014235	0.00830014	0.0502018	0.0926278	0.0431063	2.88903e-05	0.0502282	0.099475	0.0697922	0.0683627	0.207701	0.140801	0.384391	0.742091	1.34754	2.60152	7.1022	1.417508	0.0812299	0.0181709	0.0441738	0.0202952	0.0169053	0.00985712	0.0596189	0.110003	0.0511924	3.43096e-05	0.0596503	0.118135	0.0828841	0.0811865	0.246663	0.8420448
5508	-428.7362	-440.0835	11.34726	0.0416617	0.0047714	0.0182384	0.00670134	1.64852e-05	0.0170479	0.0188445	0.0205865	0.011611	0.0147828	0.095092	0.017336	0.0188147	0.103864	0.0587413	0.093014	0.314021	0.696723	1.43529	3.1845	10.7511	1.717292	0.092972	0.0106478	0.0407008	0.0149547	3.67882e-05	0.0380441	0.0420532	0.0459406	0.0259111	0.0329891	0.212207	0.0386869	0.0419868	0.231782	0.131087	0.4481099
5544	-427.1985	-438.8662	11.6677	0.0380152	0.0168617	0.0381273	0.0188222	0.000472715	0.00688705	0.0153031	0.0337151	0.0237092	0.0475977	0.151239	0.0368894	0.0182875	0.144064	0.0600897	0.151414	0.398259	0.750341	1.33273	2.51093	6.6044	1.364963	0.0584778	0.0259378	0.0586501	0.0289537	0.000727164	0.0105942	0.0235402	0.0518629	0.0364712	0.0732182	0.232646	0.0567459	0.0281311	0.221609	0.0924343	0.6500804
5580	-433.2726	-444.7887	11.51617	0.0498263	0.0184304	0.0338101	0.00108107	1.44728e-05	0.0132259	0.00142903	0.0596789	0.0266346	0.0117843	0.0999298	0.00771778	0.00217707	0.110129	0.0258607	0.117053	0.351275	0.721523	1.38596	2.84677	8.54315	1.551076	0.107912	0.0399161	0.0732249	0.00234134	3.13448e-05	0.0286442	0.00309496	0.129251	0.0576844	0.0255222	0.216425	0.0167149	0.00471503	0.238514	0.0560083	0.4617293
5616	-424.7956	-436.8721	12.07653	0.155086	0.0486652	0.0554386	0.0234512	0.00696258	0.0331057	0.000174787	0.114026	0.0455907	0.164986	0.00512399	0.0425848	0.0421466	0.092302	0.180838	0.392396	0.633663	0.867328	1.15297	1.57813	2.54845	0.67642	0.153477	0.0481604	0.0548636	0.023208	0.00689035	0.0327623	0.000172974	0.112844	0.0451178	0.163274	0.00507084	0.0421431	0.0417094	0.0913446	0.178962	1.010482
5652	-427.5735	-439.4608	11.88732	0.133536	0.0710138	0.049077	0.023427	0.00864135	0.0285825	0.000198502	0.139562	0.0579675	0.220254	0.0308992	0.0184147	0.0794046	0.179385	0.255177	0.47125	0.692857	0.891833	1.12129	1.4433	2.12202	0.5440135	0.103074	0.054814	0.0378815	0.0180828	0.00667007	0.0220622	0.00015322	0.107725	0.0447439	0.170009	0.0238504	0.0142139	0.0612907	0.138464	0.196966	1.295541
5688	-427.5283	-439.0421	11.51379	0.0323634	0.0176759	0.0569175	0.0110239	0.00423163	0.00746468	0.00846435	0.0190061	0.0381114	0.100781	0.0162644	0.00494955	0.0379699	0.0434402	0.0830521	0.116281	0.350143	0.720797	1.38735	2.85597	8.59987	1.555861	0.0671837	0.0366936	0.118156	0.0228846	0.0087845	0.015496	0.0175713	0.0394549	0.0791159	0.209213	0.0337634	0.0102748	0.0788223	0.0901779	0.172409	0.481716
5724	-429.712	-441.6454	11.93341	0.0539219	0.0397881	0.0633489	0.0240615	0.0181062	0.00914584	0.00500947	0.165151	0.0619317	0.0348845	0.0969654	0.0405856	0.0337128	0.153219	0.10234	0.279095	0.536651	0.82351	1.21431	1.86341	3.58301	0.9227822	0.0597689	0.0441026	0.0702182	0.0266706	0.0200695	0.0101376	0.00555267	0.183059	0.0686473	0.0386673	0.10748	0.0449866	0.0373685	0.169834	0.113437	0.9021722
5760	-428.1637	-439.2788	11.11507	0.0341402	0.00332901	0.0131868	0.00225394	0.0102521	0.00188103	0.00643522	0.0372501	0.00517463	0.0662737	0.00969104	0.00710176	0.00367649	0.0252712	0.0362494	0.0846639	0.299941	0.686823	1.45598	3.33399	11.8114	1.785305	0.130223	0.0126981	0.0502992	0.00859734	0.0391051	0.00717494	0.0245463	0.142086	0.0197379	0.252792	0.0369652	0.0270887	0.0140235	0.0963938	0.138269	0.2621666
5796	-426.1719	-438.2117	12.03973	0.0463708	0.0296398	0.0628349	0.00513633	0.0108635	0.0199536	0.0161574	0.0885042	0.034492	0.120846	0.0322825	0.0539386	0.0172622	0.0672051	0.128644	0.270117	0.528161	0.819423	1.22037	1.89336	3.7021	0.9464247	0.0631643	0.040374	0.0855909	0.00699648	0.0147977	0.0271799	0.0220089	0.120556	0.0469835	0.164611	0.0439738	0.0734728	0.0235138	0.0915437	0.175233	0.7341306
5832	-432.1295	-443.7753	11.64577	0.0519215	0.0161917	0.133863	0.0123294	0.00330525	0.0139145	0.074563	0.094396	0.132008	0.270023	0.0154358	0.0201778	0.0203626	0.170722	0.167981	0.286716	0.543748	0.826892	1.20935	1.83909	3.48777	0.9033033	0.0433693	0.0135247	0.111814	0.0102986	0.00276083	0.0116226	0.0622814	0.0788476	0.110265	0.225546	0.0128933	0.0168542	0.0170086	0.142602	0.140312	1.197195
5868	-425.8854	-437.7159	11.83042	0.119874	0.0345907	0.0422198	0.0192664	0.000244354	0.0282038	0.0330398	0.0791374	0.0273464	0.190581	0.00869912	0.0447607	0.0729341	0.131246	0.187309	0.282731	0.540049	0.825133	1.21193	1.85168	3.53693	0.9134242	0.117586	0.0339306	0.0414142	0.0188988	0.000239691	0.0276656	0.0324093	0.0776273	0.0268246	0.186945	0.00853313	0.0439066	0.0715424	0.128742	0.183735	1.019453
5904	-428.4953	-440.452	11.95679	0.0470612	0.0535172	0.0547898	0.0208533	0.00323901	0.0327256	0.00556109	0.0429093	0.0241567	0.0240094	0.0960327	0.0163575	0.00202733	0.0393448	0.075199	0.215183	0.472725	0.79156	1.26333	2.1154	4.64721	1.110827	0.0875095	0.0995142	0.101881	0.0387764	0.00602288	0.0608527	0.0103408	0.0797892	0.0449189	0.0446451	0.178571	0.0304164	0.00376979	0.073161	0.139831	0.537784
5940	-428.1619	-439.9931	11.83117	0.132999	0.0111075	0.035595	0.0313441	0.00512448	0.0479388	0.0324306	0.139832	0.106938	0.032384	0.261257	0.0411856	0.0311939	0.0645081	0.195955	0.354645	0.603161	0.854081	1.17085	1.65793	2.81972	0.7495603	0.113694	0.00949531	0.0304285	0.0267945	0.00438067	0.0409805	0.0277233	0.119536	0.0914165	0.0276835	0.223336	0.0352076	0.0266661	0.0551449	0.167512	1.169793
5976	-426.9265	-438.8163	11.88988	0.118777	0.00368752	0.159181	0.00713016	0.00376409	0.0338727	0.00530623	0.165383	0.0257305	0.0403192	0.297632	0.181515	0.0159796	0.106412	0.120884	0.465	0.688361	0.890024	1.12357	1.45273	2.15054	0.5536667	0.0923922	0.00286839	0.123821	0.00554629	0.00292795	0.0263483	0.00412752	0.128645	0.0200148	0.0313628	0.231517	0.141193	0.01243	0.0827738	0.0940311	1.285573
6012	-424.2343	-436.2339	11.99964	0.115875	0.0040451	0.0908409	0.00467617	0.0108811	0.0473986	0.0141517	0.139078	0.12266	0.0241933	0.249619	0.233023	0.0309355	0.0473897	0.163606	0.5531	0.749143	0.913832	1.09429	1.33486	1.80799	0.4282136	0.0892464	0.00311552	0.0699652	0.00360156	0.00838056	0.0365062	0.0108995	0.107117	0.094472	0.0186336	0.192255	0.179473	0.0238264	0.0364993	0.126008	1.298373
6048	-428.6443	-440.2157	11.57134	0.0255186	0.00231278	0.0183686	0.0110508	0.00369779	0.0101478	0.00198612	0.08076	0.0175447	0.0155435	0.0600852	0.011886	0.030665	0.0246705	0.0518595	0.13367	0.374769	0.736245	1.35824	2.66831	7.48112	1.455092	0.0697046	0.0063174	0.0501742	0.0301855	0.0101006	0.027719	0.00542511	0.220597	0.0479237	0.0424573	0.164124	0.0324668	0.0837621	0.0673878	0.141655	0.3660971
6084	-430.0282	-441.7498	11.72161	0.04157	0.0108486	0.0991647	0.000578095	0.0119527	0.0073691	0.00624161	0.0546753	0.0242337	0.00581458	0.0781184	0.004912	0.0477478	0.0344267	0.0675373	0.154862	0.402656	0.752916	1.32817	2.48351	6.45735	1.348682	0.0839475	0.021908	0.200256	0.00116742	0.0241375	0.0148813	0.0126045	0.110413	0.0489382	0.0117421	0.157754	0.0099194	0.0964231	0.0695222	0.136386	0.4951906
6120	-426.7912	-438.5849	11.79374	0.0974556	0.0222771	0.0394573	0.00213475	0.00560586	0.00485783	0.0130031	0.038946	0.0237492	0.0153778	0.0844175	0.0789643	0.0358969	0.0318113	0.039625	0.171608	0.423333	0.764771	1.30758	2.36221	5.82723	1.274439	0.182645	0.0417503	0.0739484	0.00400081	0.0105061	0.00910423	0.0243696	0.0729901	0.0445092	0.0288201	0.15821	0.14799	0.0672756	0.0596186	0.0742626	0.5335795
6156	-431.6356	-443.3733	11.73768	0.0142436	0.00574924	0.0323673	0.00201755	0.0122176	0.0113071	0.0233459	0.0333996	0.0293827	0.0220752	0.164601	0.168559	0.0346601	0.0607338	0.0749562	0.171487	0.423187	0.764689	1.30772	2.36302	5.83136	1.274951	0.0206544	0.00833687	0.0469353	0.00292562	0.0177166	0.0163962	0.0338535	0.0484321	0.0426074	0.0320108	0.238685	0.244424	0.05026	0.0880691	0.108693	0.6896155
6192	-430.5638	-441.9839	11.42013	0.0377821	0.0204116	0.0320666	0.00414935	0.00768198	0.00135346	0.00776847	0.0293291	0.0348138	0.0189038	0.050973	0.00691966	0.0139569	0.0159716	0.0430629	0.114096	0.346919	0.71872	1.39136	2.88252	8.76457	1.569578	0.116201	0.0627771	0.0986225	0.0127616	0.0236264	0.00416263	0.0238924	0.0902035	0.107072	0.0581397	0.15677	0.0212818	0.0429252	0.0491217	0.132442	0.3251444
6228	-426.9318	-438.4918	11.56	0.0548266	0.00124131	0.0265184	0.0120527	0.00793813	0.0103049	0.00387148	0.0902421	0.0648446	0.00308335	0.136494	0.0944323	0.0347248	0.0134491	0.0464614	0.12693	0.365431	0.730472	1.36898	2.73649	7.87838	1.492503	0.0913039	0.00206717	0.0441617	0.0200717	0.0132195	0.017161	0.00644726	0.150282	0.107987	0.00513477	0.227306	0.15726	0.057828	0.0223971	0.0773731	0.6004848
6264	-427.0004	-438.1795	11.17912	0.141399	0.00570069	0.0963811	0.0529197	0.00473211	0.0460199	0.0163135	0.244572	0.0794187	0.0186192	0.3991	0.470034	0.0674758	0.101125	0.181478	0.584034	0.769292	0.92143	1.08527	1.2999	1.71223	0.3888641	0.073443	0.00296095	0.0500606	0.0274867	0.00245787	0.0239029	0.0084733	0.127031	0.0412503	0.00967085	0.207294	0.244137	0.0350471	0.0525245	0.0942599	1.925289
6300	-426.238	-438.1721	11.93413	0.0916532	0.0189137	0.0396743	0.016261	0.0187797	0.0168413	0.0155498	0.100138	0.0537727	0.00609547	0.165658	0.113613	0.0430002	0.0289109	0.0912588	0.254034	0.512583	0.811805	1.23182	1.95091	3.93649	0.9908132	0.111756	0.0230621	0.0483762	0.0198276	0.0228987	0.0205352	0.0189604	0.122101	0.0655669	0.00743241	0.201993	0.138532	0.0524316	0.0352521	0.111275	0.8201197
6336	-431.2557	-442.486	11.2303	0.0412535	0.0452862	0.0487589	0.0044529	0.00626461	0.001876	0.00410801	0.0203115	0.00438782	0.0266084	0.0266387	0.00386193	0.0704835	0.0539283	0.00663097	0.0835106	0.297941	0.685391	1.45902	3.35637	11.9745	1.795223	0.113069	0.124122	0.133641	0.0122047	0.0171703	0.00514182	0.0112594	0.0556706	0.0120263	0.0729295	0.0730124	0.010585	0.193184	0.147809	0.0181745	0.3648511
